review_order,review_batch,priority_tier,nct_id,brief_title,screening_basis,verification_focus,registry_url,human_screening,human_screening_reason,needs_deeper_review
71,B04,2_dual_model_agreement,NCT05010707,Transgender Estradiol Affirming Therapy,Flash likely_include + Sol agree_likely_include,Confirm both protocol gates from the registry record: explicit TGD population and explicit GAHT research role.,https://clinicaltrials.gov/study/NCT05010707,include,Estradiol regimens are directly compared with hormone-suppression and safety outcomes measured.,
72,B04,2_dual_model_agreement,NCT05116293,Effect of Testosterone Treatment on Drug Metabolism and Transport,Flash likely_include + Sol agree_likely_include,Confirm both protocol gates from the registry record: explicit TGD population and explicit GAHT research role.,https://clinicaltrials.gov/study/NCT05116293,include,Testosterone GAHT effects on drug metabolism and transport are directly studied.,
73,B04,2_dual_model_agreement,NCT05166083,Investigation of the Perceptual and Acoustic Voice in Trans Man,Flash likely_include + Sol agree_likely_include,Confirm both protocol gates from the registry record: explicit TGD population and explicit GAHT research role.,https://clinicaltrials.gov/study/NCT05166083,include,Voice outcomes are measured longitudinally during testosterone GAHT in trans men.,
74,B04,2_dual_model_agreement,NCT05169762,Feminizing Treatment in Transgender Women and Non-binary Persons,Flash likely_include + Sol agree_likely_include,Confirm both protocol gates from the registry record: explicit TGD population and explicit GAHT research role.,https://clinicaltrials.gov/study/NCT05169762,include,Long-term cardiovascular outcomes are studied during feminizing GAHT.,
75,B04,2_dual_model_agreement,NCT05175170,Fertility Decision-Making in Youth and Young Adults,Flash likely_include + Sol agree_likely_include,Confirm both protocol gates from the registry record: explicit TGD population and explicit GAHT research role.,https://clinicaltrials.gov/study/NCT05175170,exclude,Fertility decision-aid study; GAHT is not an intervention/exposure/comparison/monitoring target/pharmacologic variable/analyzed outcome.,
76,B04,2_dual_model_agreement,NCT05318755,China Gender-affirming Hormone Therapy Study,Flash likely_include + Sol agree_likely_include,Confirm both protocol gates from the registry record: explicit TGD population and explicit GAHT research role.,https://clinicaltrials.gov/study/NCT05318755,include,Physical and psychological effects of GAHT are explicit study aims.,
77,B04,2_dual_model_agreement,NCT05334888,Sex-differential Host-microbiome CVD Risk - A Longitudinal Cohort Approach,Flash likely_include + Sol agree_likely_include,Confirm both protocol gates from the registry record: explicit TGD population and explicit GAHT research role.,https://clinicaltrials.gov/study/NCT05334888,include,Longitudinal microbiome and cardiovascular-risk outcomes are studied in relation to hormone therapy.,
78,B04,2_dual_model_agreement,NCT05387577,Coagulation and Fibrinolysis of Estradiol in Transwomen,Flash likely_include + Sol agree_likely_include,Confirm both protocol gates from the registry record: explicit TGD population and explicit GAHT research role.,https://clinicaltrials.gov/study/NCT05387577,include,Oral/sublingual/transdermal estradiol regimens are directly compared for coagulation and fibrinolysis outcomes.,
79,B04,2_dual_model_agreement,NCT05428215,Comparison of PKs of 17-Beta-Estradiol Via Sublingual Placement Versus Swallowing in Male-to-Female Transgender Patients,Flash likely_include + Sol agree_likely_include,Confirm both protocol gates from the registry record: explicit TGD population and explicit GAHT research role.,https://clinicaltrials.gov/study/NCT05428215,include,Oral versus sublingual 17-beta-estradiol pharmacokinetics are directly compared in transgender women.,
80,B04,2_dual_model_agreement,NCT05442463,Hormone Therapy and Angiotensin-Dependent Arterial and Renal Vasoconstriction in Humans,Flash likely_include + Sol agree_likely_include,Confirm both protocol gates from the registry record: explicit TGD population and explicit GAHT research role.,https://clinicaltrials.gov/study/NCT05442463,include,Cardiorenal physiology is analyzed in relation to exogenous estrogen or testosterone exposure in transgender populations.,
